2025-04-05 00:19:01 | unimol_tools/data/conformer.py | 409 | INFO | Uni-Mol Tools | Start generating conformers...
2025-04-05 00:31:57 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [23/100] train_loss: 0.3213, val_loss: 0.3049, val_mse: 5.7466, lr: 0.000079
2025-04-05 00:32:29 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [24/100] train_loss: 0.3292, val_loss: 0.4828, val_mse: 9.0385, lr: 0.000078
2025-04-05 00:33:02 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [25/100] train_loss: 0.4582, val_loss: 0.5580, val_mse: 10.5360, lr: 0.000077
2025-04-05 00:33:37 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [26/100] train_loss: 0.2745, val_loss: 0.2813, val_mse: 5.2576, lr: 0.000076
2025-04-05 00:34:11 | unimol_tools/tasks/trainer.py | 499 | INFO | Uni-Mol Tools | Epoch [27/100] train_loss: 0.4764, val_loss: 0.2662, val_mse: 4.9945, lr: 0.000075
2025-04-05 00:34:11 | unimol_tools/tasks/trainer.py | 925 | WARNING | Uni-Mol Tools | [93m[93mEarly stopping at epoch: 27[0m[0m
2025-04-05 00:34:11 | unimol_tools/models/unimolv2.py | 156 | INFO | Uni-Mol Tools | Loading pretrained weights from ./exp/model_0.pth
2025-04-05 00:34:13 | unimol_tools/tasks/trainer.py | 579 | INFO | Uni-Mol Tools | load model success!
2025-04-05 00:34:20 | unimol_tools/models/nnmodel.py | 241 | INFO | Uni-Mol Tools | fold 0, result {'mse': 4.342698097229004, 'mae': 1.5852670669555664, 'r2': 0.7690173983573914, 'spearmanr': 0.893496811442743, 'pearsonr': 0.9014213}
2025-04-05 00:34:20 | unimol_tools/models/nnmodel.py | 259 | INFO | Uni-Mol Tools | Uni-Mol metrics score: 
{'mse': 4.34269816450991, 'mae': 1.5852670166440255, 'r2': 0.7690173766422903, 'spearmanr': 0.893496811442743, 'pearsonr': 0.9014213380969327}
2025-04-05 00:34:20 | unimol_tools/models/nnmodel.py | 260 | INFO | Uni-Mol Tools | Uni-Mol & Metric result saved!
2025-04-05 00:34:20 | unimol_tools/data/conformer.py | 409 | INFO | Uni-Mol Tools | Start generating conformers...
2025-04-05 00:34:24 | unimol_tools/data/conformer.py | 420 | INFO | Uni-Mol Tools | Succeeded in generating conformers for 99.82% of molecules.
2025-04-05 00:34:24 | unimol_tools/data/conformer.py | 429 | INFO | Uni-Mol Tools | Failed conformers indices: [979, 1039]
2025-04-05 00:34:24 | unimol_tools/data/conformer.py | 437 | INFO | Uni-Mol Tools | Succeeded in generating 3d conformers for 99.09% of molecules.
2025-04-05 00:34:24 | unimol_tools/data/conformer.py | 446 | INFO | Uni-Mol Tools | Failed 3d conformers indices: [5, 28, 395, 470, 650, 964, 970, 979, 1031, 1039]
2025-04-05 00:34:24 | unimol_tools/tasks/trainer.py | 77 | INFO | Uni-Mol Tools | Number of GPUs available: 1
2025-04-05 00:34:24 | unimol_tools/tasks/trainer.py | 97 | INFO | Uni-Mol Tools | Using single GPU.
2025-04-05 00:34:29 | unimol_tools/models/unimolv2.py | 156 | INFO | Uni-Mol Tools | Loading pretrained weights from /root/miniconda3/lib/python3.10/site-packages/unimol_tools-0.1.3-py3.10.egg/unimol_tools/weights/modelzoo/310M/checkpoint.pt
2025-04-05 00:34:30 | unimol_tools/models/nnmodel.py | 282 | INFO | Uni-Mol Tools | start predict NNModel:unimolv2
2025-04-05 00:34:30 | unimol_tools/models/unimolv2.py | 156 | INFO | Uni-Mol Tools | Loading pretrained weights from ./exp/model_0.pth
2025-04-05 00:34:31 | unimol_tools/tasks/trainer.py | 579 | INFO | Uni-Mol Tools | load model success!
2025-04-05 00:34:38 | unimol_tools/predict.py | 103 | INFO | Uni-Mol Tools | final predict metrics score: 
{'mse': 4.342698158776716, 'mae': 1.585267018826861, 'r2': 0.7690173766570148, 'spearmanr': 0.893496811442743, 'pearsonr': 0.9014213374917517}
2025-04-05 00:34:38 | unimol_tools/data/conformer.py | 409 | INFO | Uni-Mol Tools | Start generating conformers...
2025-04-05 00:34:40 | unimol_tools/data/conformer.py | 420 | INFO | Uni-Mol Tools | Succeeded in generating conformers for 100.00% of molecules.
2025-04-05 00:34:40 | unimol_tools/data/conformer.py | 437 | INFO | Uni-Mol Tools | Succeeded in generating 3d conformers for 97.81% of molecules.
2025-04-05 00:34:40 | unimol_tools/data/conformer.py | 446 | INFO | Uni-Mol Tools | Failed 3d conformers indices: [8, 24, 81, 144, 208, 217]
2025-04-05 00:34:40 | unimol_tools/tasks/trainer.py | 77 | INFO | Uni-Mol Tools | Number of GPUs available: 1
2025-04-05 00:34:40 | unimol_tools/tasks/trainer.py | 97 | INFO | Uni-Mol Tools | Using single GPU.
2025-04-05 00:34:45 | unimol_tools/models/unimolv2.py | 156 | INFO | Uni-Mol Tools | Loading pretrained weights from /root/miniconda3/lib/python3.10/site-packages/unimol_tools-0.1.3-py3.10.egg/unimol_tools/weights/modelzoo/310M/checkpoint.pt
2025-04-05 00:34:47 | unimol_tools/models/nnmodel.py | 282 | INFO | Uni-Mol Tools | start predict NNModel:unimolv2
2025-04-05 00:34:47 | unimol_tools/models/unimolv2.py | 156 | INFO | Uni-Mol Tools | Loading pretrained weights from ./exp/model_0.pth
2025-04-05 00:34:48 | unimol_tools/tasks/trainer.py | 579 | INFO | Uni-Mol Tools | load model success!
2025-04-05 00:34:49 | unimol_tools/predict.py | 103 | INFO | Uni-Mol Tools | final predict metrics score: 
{'mse': 6.664432282253194, 'mae': 1.9137337865076796, 'r2': 0.6136428059380923, 'spearmanr': 0.8022506299279043, 'pearsonr': 0.8195312369500318}
2025-04-05 00:34:49 | unimol_tools/data/conformer.py | 409 | INFO | Uni-Mol Tools | Start generating conformers...
2025-04-05 00:34:51 | unimol_tools/data/conformer.py | 420 | INFO | Uni-Mol Tools | Succeeded in generating conformers for 100.00% of molecules.
2025-04-05 00:34:51 | unimol_tools/data/conformer.py | 437 | INFO | Uni-Mol Tools | Succeeded in generating 3d conformers for 96.77% of molecules.
2025-04-05 00:34:51 | unimol_tools/data/conformer.py | 446 | INFO | Uni-Mol Tools | Failed 3d conformers indices: [12]
2025-04-05 00:34:51 | unimol_tools/tasks/trainer.py | 77 | INFO | Uni-Mol Tools | Number of GPUs available: 1
2025-04-05 00:34:51 | unimol_tools/tasks/trainer.py | 97 | INFO | Uni-Mol Tools | Using single GPU.
2025-04-05 00:34:56 | unimol_tools/models/unimolv2.py | 156 | INFO | Uni-Mol Tools | Loading pretrained weights from /root/miniconda3/lib/python3.10/site-packages/unimol_tools-0.1.3-py3.10.egg/unimol_tools/weights/modelzoo/310M/checkpoint.pt
2025-04-05 00:34:57 | unimol_tools/models/nnmodel.py | 282 | INFO | Uni-Mol Tools | start predict NNModel:unimolv2
2025-04-05 00:34:57 | unimol_tools/models/unimolv2.py | 156 | INFO | Uni-Mol Tools | Loading pretrained weights from ./exp/model_0.pth
2025-04-05 00:34:58 | unimol_tools/tasks/trainer.py | 579 | INFO | Uni-Mol Tools | load model success!
2025-04-05 00:34:58 | unimol_tools/predict.py | 103 | INFO | Uni-Mol Tools | final predict metrics score: 
{'mse': 7.591506570336266, 'mae': 2.1805613425470174, 'r2': 0.7255034895464323, 'spearmanr': 0.870750031097406, 'pearsonr': 0.8885181619488004}
